일자,KOSPI 200 종가,KOSPI 200 등락률,KOSPI 200 거래량,KOSPI 200 ESG 종가,KOSPI 200 ESG 등락률,KOSPI 200 ESG 거래량,연도,연도월,분기
2013-12-06,260.71,-0.15,52755.0,261.76,-0.08,,2013,2013.12,4
2013-12-09,263.7,1.15,52026.0,264.79,1.16,,2013,2013.12,4
2013-12-10,262.68,-0.39,56662.0,263.72,-0.4,,2013,2013.12,4
2013-12-11,260.55,-0.81,59243.0,261.6,-0.8,,2013,2013.12,4
2013-12-12,259.05,-0.58,93726.0,259.98,-0.62,,2013,2013.12,4
2013-12-13,258.04,-0.39,61163.0,258.72,-0.48,,2013,2013.12,4
2013-12-16,257.9,-0.05,46762.0,258.78,0.02,,2013,2013.12,4
2013-12-17,258.72,0.32,78914.0,259.65,0.34,,2013,2013.12,4
2013-12-18,259.98,0.49,56757.0,260.81,0.45,,2013,2013.12,4
2013-12-19,260.2,0.08,58314.0,261.16,0.13,,2013,2013.12,4
2013-12-20,261.27,0.41,55378.0,262.44,0.49,,2013,2013.12,4
2013-12-23,263.24,0.75,59325.0,264.49,0.78,,2013,2013.12,4
2013-12-24,263.58,0.13,62874.0,264.48,0.0,,2013,2013.12,4
2013-12-26,263.15,-0.16,52441.0,263.9,-0.22,,2013,2013.12,4
2013-12-27,263.32,0.06,56679.0,264.05,0.06,,2013,2013.12,4
2013-12-30,264.24,0.35,55609.0,264.83,0.3,,2013,2013.12,4
2014-01-02,257.64,-2.5,64005.0,257.94,-2.6,,2014,2014.1,1
2014-01-03,254.48,-1.23,62394.0,254.71,-1.25,,2014,2014.1,1
2014-01-06,255.41,0.37,59077.0,255.61,0.35,,2014,2014.1,1
2014-01-07,255.98,0.22,60983.0,256.03,0.16,,2014,2014.1,1
2014-01-08,255.76,-0.09,66026.0,255.6,-0.17,,2014,2014.1,1
2014-01-09,253.63,-0.83,77981.0,253.46,-0.84,,2014,2014.1,1
2014-01-10,252.48,-0.45,78932.0,252.19,-0.5,,2014,2014.1,1
2014-01-13,254.08,0.63,54398.0,253.91,0.68,,2014,2014.1,1
2014-01-14,253.97,-0.04,59997.0,254.04,0.05,,2014,2014.1,1
2014-01-15,254.73,0.3,64620.0,254.53,0.19,,2014,2014.1,1
2014-01-16,255.36,0.25,57598.0,255.12,0.23,,2014,2014.1,1
2014-01-17,253.46,-0.74,58436.0,253.06,-0.81,,2014,2014.1,1
2014-01-20,254.81,0.53,47195.0,254.68,0.64,,2014,2014.1,1
2014-01-21,256.34,0.6,56957.0,256.4,0.68,,2014,2014.1,1
2014-01-22,257.08,0.29,61704.0,257.14,0.29,,2014,2014.1,1
2014-01-23,253.74,-1.3,61082.0,253.49,-1.42,,2014,2014.1,1
2014-01-24,252.89,-0.33,68980.0,252.51,-0.39,,2014,2014.1,1
2014-01-27,248.95,-1.56,74546.0,248.51,-1.58,,2014,2014.1,1
2014-01-28,249.91,0.39,79259.0,249.43,0.37,,2014,2014.1,1
2014-01-29,252.89,1.19,75454.0,252.43,1.2,,2014,2014.1,1
2014-02-03,250.01,-1.14,71712.0,249.55,-1.14,,2014,2014.2,1
2014-02-04,245.3,-1.88,81419.0,244.77,-1.92,,2014,2014.2,1
2014-02-05,246.04,0.3,74756.0,245.56,0.32,,2014,2014.2,1
2014-02-06,248.56,1.02,69979.0,248.31,1.12,,2014,2014.2,1
2014-02-07,250.51,0.78,83454.0,250.09,0.72,,2014,2014.2,1
2014-02-10,250.47,-0.02,62575.0,250.13,0.02,,2014,2014.2,1
2014-02-11,251.87,0.56,66997.0,251.48,0.54,,2014,2014.2,1
2014-02-12,252.31,0.17,71974.0,251.82,0.14,,2014,2014.2,1
2014-02-13,250.97,-0.53,56633.0,250.4,-0.56,,2014,2014.2,1
2014-02-14,252.74,0.71,61587.0,252.3,0.76,,2014,2014.2,1
2014-02-17,253.64,0.36,62251.0,253.1,0.32,,2014,2014.2,1
2014-02-18,253.66,0.01,48393.0,253.2,0.04,,2014,2014.2,1
2014-02-19,252.92,-0.29,54397.0,252.6,-0.24,,2014,2014.2,1
2014-02-20,250.95,-0.78,63249.0,250.55,-0.81,,2014,2014.2,1
2014-02-21,255.22,1.7,67091.0,255.14,1.83,,2014,2014.2,1
2014-02-24,254.01,-0.47,48158.0,253.99,-0.45,,2014,2014.2,1
2014-02-25,256.24,0.88,71629.0,256.23,0.88,,2014,2014.2,1
2014-02-26,257.31,0.42,62751.0,257.3,0.42,,2014,2014.2,1
2014-02-27,258.28,0.38,66750.0,258.3,0.39,,2014,2014.2,1
2014-02-28,258.41,0.05,97752.0,258.37,0.03,,2014,2014.2,1
2014-03-03,256.29,-0.82,58276.0,256.23,-0.83,,2014,2014.3,1
2014-03-04,254.78,-0.59,51567.0,254.62,-0.63,,2014,2014.3,1
2014-03-05,257.3,0.99,65361.0,257.17,1.0,,2014,2014.3,1
2014-03-06,257.63,0.13,58291.0,257.19,0.01,,2014,2014.3,1
2014-03-07,257.35,-0.11,63452.0,256.78,-0.16,,2014,2014.3,1
2014-03-10,254.48,-1.12,56879.0,253.78,-1.17,,2014,2014.3,1
2014-03-11,255.49,0.4,61955.0,254.57,0.31,,2014,2014.3,1
2014-03-12,251.11,-1.71,75958.0,250.02,-1.79,,2014,2014.3,1
2014-03-13,251.09,-0.01,76668.0,249.69,-0.13,,2014,2014.3,1
2014-03-14,249.02,-0.82,69090.0,247.65,-0.82,,2014,2014.3,1
2014-03-17,250.15,0.45,59057.0,248.83,0.48,,2014,2014.3,1
2014-03-18,251.87,0.69,60883.0,250.61,0.72,,2014,2014.3,1
2014-03-19,251.32,-0.22,63957.0,250.07,-0.22,,2014,2014.3,1
2014-03-20,248.68,-1.05,62124.0,247.37,-1.08,,2014,2014.3,1
2014-03-21,250.68,0.8,63811.0,249.54,0.88,,2014,2014.3,1
2014-03-24,252.31,0.65,60235.0,251.2,0.67,,2014,2014.3,1
2014-03-25,251.56,-0.3,66631.0,250.19,-0.4,,2014,2014.3,1
2014-03-26,255.08,1.4,70211.0,254.24,1.62,,2014,2014.3,1
2014-03-27,257.26,0.85,66750.0,256.63,0.94,,2014,2014.3,1
2014-03-28,257.44,0.07,54783.0,256.78,0.06,,2014,2014.3,1
2014-03-31,258.11,0.26,70005.0,257.56,0.3,,2014,2014.3,1
2014-04-01,258.95,0.33,65182.0,258.56,0.39,,2014,2014.4,2
2014-04-02,259.7,0.29,68687.0,259.32,0.29,,2014,2014.4,2
2014-04-03,259.34,-0.14,69461.0,259.25,-0.03,,2014,2014.4,2
2014-04-04,259.47,0.05,60463.0,259.28,0.01,,2014,2014.4,2
2014-04-07,259.89,0.16,55819.0,259.89,0.24,,2014,2014.4,2
2014-04-08,260.47,0.22,60641.0,260.65,0.29,,2014,2014.4,2
2014-04-09,261.21,0.28,88112.0,261.11,0.18,,2014,2014.4,2
2014-04-10,262.41,0.46,69196.0,262.22,0.43,,2014,2014.4,2
2014-04-11,260.53,-0.72,59844.0,260.34,-0.72,,2014,2014.4,2
2014-04-14,260.51,-0.01,51721.0,260.41,0.03,,2014,2014.4,2
2014-04-15,259.74,-0.3,59520.0,259.64,-0.3,,2014,2014.4,2
2014-04-16,259.83,0.03,54098.0,259.78,0.05,,2014,2014.4,2
2014-04-17,259.66,-0.07,54371.0,259.62,-0.06,,2014,2014.4,2
2014-04-18,261.52,0.72,48579.0,261.57,0.75,,2014,2014.4,2
2014-04-21,260.9,-0.24,41415.0,260.88,-0.26,,2014,2014.4,2
2014-04-22,261.55,0.25,61077.0,261.42,0.21,,2014,2014.4,2
2014-04-23,261.2,-0.13,76561.0,261.22,-0.08,,2014,2014.4,2
2014-04-24,261.08,-0.05,67308.0,261.42,0.08,,2014,2014.4,2
2014-04-25,257.42,-1.4,61353.0,257.56,-1.48,,2014,2014.4,2
2014-04-28,256.8,-0.24,56167.0,256.63,-0.36,,2014,2014.4,2
2014-04-29,255.8,-0.39,53837.0,255.35,-0.5,,2014,2014.4,2
2014-04-30,255.33,-0.18,65986.0,254.71,-0.25,,2014,2014.4,2
2014-05-02,255.07,-0.1,54123.0,254.61,-0.04,,2014,2014.5,2
2014-05-07,252.35,-1.07,60557.0,251.92,-1.06,,2014,2014.5,2
2014-05-08,253.84,0.59,59471.0,253.49,0.62,,2014,2014.5,2
2014-05-09,254.31,0.19,49656.0,253.68,0.07,,2014,2014.5,2
2014-05-12,255.8,0.59,58445.0,255.76,0.82,,2014,2014.5,2
2014-05-13,258.4,1.02,60698.0,258.44,1.05,,2014,2014.5,2
2014-05-14,262.43,1.56,57235.0,262.64,1.63,,2014,2014.5,2
2014-05-15,262.4,-0.01,60167.0,262.52,-0.05,,2014,2014.5,2
2014-05-16,262.97,0.22,57490.0,263.33,0.31,,2014,2014.5,2
2014-05-19,263.42,0.17,66141.0,263.89,0.21,,2014,2014.5,2
2014-05-20,263.04,-0.14,59785.0,263.66,-0.09,,2014,2014.5,2
2014-05-21,262.4,-0.24,53825.0,262.88,-0.3,,2014,2014.5,2
2014-05-22,263.33,0.35,66934.0,263.88,0.38,,2014,2014.5,2
2014-05-23,263.42,0.03,53469.0,263.84,-0.02,,2014,2014.5,2
2014-05-26,262.33,-0.41,45733.0,262.68,-0.44,,2014,2014.5,2
2014-05-27,260.36,-0.75,46544.0,260.52,-0.82,,2014,2014.5,2
2014-05-28,263.01,1.02,52057.0,263.28,1.06,,2014,2014.5,2
2014-05-29,262.57,-0.17,57989.0,263.2,-0.03,,2014,2014.5,2
2014-05-30,259.94,-1.0,90314.0,260.34,-1.09,,2014,2014.5,2
2014-06-02,261.4,0.56,52325.0,262.03,0.65,,2014,2014.6,2
2014-06-03,262.22,0.31,73581.0,263.06,0.39,,2014,2014.6,2
2014-06-05,260.56,-0.63,80374.0,261.48,-0.6,,2014,2014.6,2
2014-06-09,259.68,-0.34,64803.0,260.33,-0.44,,2014,2014.6,2
2014-06-10,262.64,1.14,58609.0,263.31,1.14,,2014,2014.6,2
2014-06-11,262.62,-0.01,62390.0,263.27,-0.02,,2014,2014.6,2
2014-06-12,262.01,-0.23,64444.0,262.49,-0.3,,2014,2014.6,2
2014-06-13,258.75,-1.24,49990.0,258.89,-1.37,,2014,2014.6,2
2014-06-16,259.43,0.26,57204.0,259.94,0.41,,2014,2014.6,2
2014-06-17,260.43,0.39,57920.0,261.01,0.41,,2014,2014.6,2
2014-06-18,258.7,-0.66,52470.0,259.16,-0.71,,2014,2014.6,2
2014-06-19,258.83,0.05,59346.0,258.9,-0.1,,2014,2014.6,2
2014-06-20,255.31,-1.36,68582.0,255.05,-1.49,,2014,2014.6,2
2014-06-23,256.77,0.57,52712.0,256.8,0.69,,2014,2014.6,2
2014-06-24,259.75,1.16,65843.0,259.98,1.24,,2014,2014.6,2
2014-06-25,258.16,-0.61,57619.0,258.31,-0.64,,2014,2014.6,2
2014-06-26,260.03,0.72,62559.0,259.97,0.64,,2014,2014.6,2
2014-06-27,258.78,-0.48,53438.0,258.54,-0.55,,2014,2014.6,2
2014-06-30,260.56,0.69,51516.0,260.19,0.64,,2014,2014.6,2
2014-07-01,259.74,-0.31,50687.0,259.28,-0.35,,2014,2014.7,3
2014-07-02,262.04,0.89,67559.0,261.74,0.95,,2014,2014.7,3
2014-07-03,261.13,-0.35,56223.0,260.57,-0.45,,2014,2014.7,3
2014-07-04,260.63,-0.19,47254.0,259.98,-0.23,,2014,2014.7,3
2014-07-07,259.95,-0.26,47814.0,259.46,-0.2,,2014,2014.7,3
2014-07-08,259.93,-0.01,46763.0,259.37,-0.03,,2014,2014.7,3
2014-07-09,258.87,-0.41,56681.0,257.94,-0.55,,2014,2014.7,3
2014-07-10,259.17,0.12,57226.0,258.3,0.14,,2014,2014.7,3
2014-07-11,256.72,-0.95,54163.0,255.33,-1.15,,2014,2014.7,3
2014-07-14,257.27,0.21,51372.0,255.79,0.18,,2014,2014.7,3
2014-07-15,260.4,1.22,66257.0,259.43,1.42,,2014,2014.7,3
2014-07-16,260.82,0.16,67664.0,260.14,0.27,,2014,2014.7,3
2014-07-17,261.93,0.43,71866.0,261.3,0.45,,2014,2014.7,3
2014-07-18,261.66,-0.1,82260.0,261.18,-0.05,,2014,2014.7,3
2014-07-21,261.51,-0.06,54653.0,260.84,-0.13,,2014,2014.7,3
2014-07-22,262.86,0.52,52129.0,262.11,0.49,,2014,2014.7,3
2014-07-23,262.56,-0.11,84366.0,261.71,-0.15,,2014,2014.7,3
2014-07-24,262.72,0.06,90697.0,262.15,0.17,,2014,2014.7,3
2014-07-25,263.47,0.29,69724.0,262.76,0.23,,2014,2014.7,3
2014-07-28,265.53,0.78,90745.0,265.05,0.87,,2014,2014.7,3
2014-07-29,268.01,0.93,107138.0,267.79,1.03,,2014,2014.7,3
2014-07-30,271.17,1.18,113709.0,271.16,1.26,,2014,2014.7,3
2014-07-31,269.68,-0.55,102611.0,269.26,-0.7,,2014,2014.7,3
2014-08-01,268.56,-0.42,80937.0,267.56,-0.63,,2014,2014.8,3
2014-08-04,269.65,0.41,67252.0,268.76,0.45,,2014,2014.8,3
2014-08-05,267.63,-0.75,87506.0,266.78,-0.74,,2014,2014.8,3
2014-08-06,266.6,-0.38,94605.0,265.7,-0.4,,2014,2014.8,3
2014-08-07,265.64,-0.36,63545.0,264.58,-0.42,,2014,2014.8,3
2014-08-08,262.02,-1.36,72439.0,260.65,-1.49,,2014,2014.8,3
2014-08-11,263.32,0.5,61273.0,262.25,0.61,,2014,2014.8,3
2014-08-12,263.34,0.01,70309.0,262.33,0.03,,2014,2014.8,3
2014-08-13,265.91,0.98,70976.0,264.88,0.97,,2014,2014.8,3
2014-08-14,265.88,-0.01,63804.0,264.59,-0.11,,2014,2014.8,3
2014-08-18,264.24,-0.62,60713.0,262.77,-0.69,,2014,2014.8,3
2014-08-19,266.62,0.9,68137.0,265.05,0.87,,2014,2014.8,3
2014-08-20,266.79,0.06,70813.0,265.35,0.11,,2014,2014.8,3
2014-08-21,262.53,-1.6,70916.0,260.91,-1.67,,2014,2014.8,3
2014-08-22,264.26,0.66,54837.0,262.73,0.7,,2014,2014.8,3
2014-08-25,264.46,0.08,57892.0,262.58,-0.06,,2014,2014.8,3
2014-08-26,265.14,0.26,60690.0,263.29,0.27,,2014,2014.8,3
2014-08-27,265.88,0.28,73632.0,264.07,0.3,,2014,2014.8,3
2014-08-28,266.19,0.12,57040.0,264.53,0.17,,2014,2014.8,3
2014-08-29,265.41,-0.29,61095.0,264.04,-0.19,,2014,2014.8,3
2014-09-01,265.27,-0.05,54168.0,263.97,-0.03,,2014,2014.9,3
2014-09-02,262.61,-1.0,58036.0,260.73,-1.23,,2014,2014.9,3
2014-09-03,262.27,-0.13,78813.0,260.18,-0.21,,2014,2014.9,3
2014-09-04,263.19,0.35,68756.0,261.47,0.5,,2014,2014.9,3
2014-09-05,262.09,-0.42,54456.0,260.13,-0.51,,2014,2014.9,3
2014-09-11,259.8,-0.87,66346.0,258.1,-0.78,,2014,2014.9,3
2014-09-12,261.39,0.61,54095.0,260.07,0.76,,2014,2014.9,3
2014-09-15,260.56,-0.32,49203.0,258.9,-0.45,,2014,2014.9,3
2014-09-16,261.45,0.34,48354.0,259.63,0.28,,2014,2014.9,3
2014-09-17,264.01,0.98,54245.0,262.08,0.94,,2014,2014.9,3
2014-09-18,261.72,-0.87,66606.0,259.35,-1.04,,2014,2014.9,3
2014-09-19,262.31,0.23,83957.0,259.76,0.16,,2014,2014.9,3
2014-09-22,260.15,-0.82,45658.0,257.49,-0.87,,2014,2014.9,3
2014-09-23,258.49,-0.64,59132.0,255.43,-0.8,,2014,2014.9,3
2014-09-24,258.88,0.15,59343.0,255.62,0.07,,2014,2014.9,3
2014-09-25,258.46,-0.16,64473.0,255.06,-0.22,,2014,2014.9,3
2014-09-26,258.33,-0.05,55003.0,255.25,0.07,,2014,2014.9,3
2014-09-29,257.95,-0.15,66201.0,255.03,-0.09,,2014,2014.9,3
2014-09-30,256.77,-0.46,63851.0,253.62,-0.55,,2014,2014.9,3
2014-10-01,252.81,-1.54,70721.0,249.43,-1.65,,2014,2014.1,4
2014-10-02,250.06,-1.09,72612.0,246.76,-1.07,,2014,2014.1,4
2014-10-06,249.19,-0.35,73536.0,245.93,-0.34,,2014,2014.1,4
2014-10-07,249.93,0.3,67298.0,246.86,0.38,,2014,2014.1,4
2014-10-08,248.36,-0.63,56217.0,244.98,-0.76,,2014,2014.1,4
2014-10-10,245.06,-1.33,62335.0,241.66,-1.36,,2014,2014.1,4
2014-10-13,244.18,-0.36,66687.0,241.19,-0.19,,2014,2014.1,4
2014-10-14,244.47,0.12,67997.0,241.49,0.12,,2014,2014.1,4
2014-10-15,243.87,-0.25,65318.0,241.0,-0.2,,2014,2014.1,4
2014-10-16,242.79,-0.44,71172.0,239.72,-0.53,,2014,2014.1,4
2014-10-17,239.84,-1.22,74576.0,236.31,-1.42,,2014,2014.1,4
2014-10-20,243.9,1.69,52795.0,240.55,1.79,,2014,2014.1,4
2014-10-21,241.48,-0.99,63162.0,237.75,-1.16,,2014,2014.1,4
2014-10-22,244.12,1.09,61462.0,240.19,1.03,,2014,2014.1,4
2014-10-23,243.38,-0.3,58955.0,239.36,-0.35,,2014,2014.1,4
2014-10-24,242.91,-0.19,88302.0,239.35,0.0,,2014,2014.1,4
2014-10-27,243.89,0.4,65959.0,240.62,0.53,,2014,2014.1,4
2014-10-28,243.3,-0.24,59980.0,240.1,-0.22,,2014,2014.1,4
2014-10-29,248.64,2.19,97393.0,245.58,2.28,,2014,2014.1,4
2014-10-30,248.84,0.08,72499.0,246.21,0.26,,2014,2014.1,4
2014-10-31,250.45,0.65,76870.0,248.34,0.87,,2014,2014.1,4
2014-11-03,248.69,-0.7,68495.0,246.34,-0.81,,2014,2014.11,4
2014-11-04,246.51,-0.88,81763.0,244.07,-0.92,,2014,2014.11,4
2014-11-05,245.86,-0.26,68314.0,243.08,-0.41,,2014,2014.11,4
2014-11-06,247.19,0.54,67675.0,244.82,0.72,,2014,2014.11,4
2014-11-07,247.39,0.08,57976.0,245.05,0.09,,2014,2014.11,4
2014-11-10,250.64,1.31,67041.0,249.08,1.64,,2014,2014.11,4
2014-11-11,250.45,-0.08,58415.0,248.57,-0.2,,2014,2014.11,4
2014-11-12,251.26,0.32,73323.0,249.35,0.31,,2014,2014.11,4
2014-11-13,250.11,-0.46,72729.0,247.95,-0.56,,2014,2014.11,4
2014-11-14,248.18,-0.77,63205.0,245.98,-0.79,,2014,2014.11,4
2014-11-17,248.3,0.05,63262.0,246.42,0.18,,2014,2014.11,4
2014-11-18,250.65,0.95,59583.0,248.38,0.8,,2014,2014.11,4
2014-11-19,250.33,-0.13,70737.0,247.73,-0.26,,2014,2014.11,4
2014-11-20,248.96,-0.55,86159.0,246.63,-0.44,,2014,2014.11,4
2014-11-21,249.9,0.38,72381.0,247.77,0.46,,2014,2014.11,4
2014-11-24,252.34,0.98,94992.0,250.46,1.09,,2014,2014.11,4
2014-11-25,251.72,-0.25,79998.0,249.61,-0.34,,2014,2014.11,4
2014-11-26,252.0,0.11,72469.0,250.11,0.2,,2014,2014.11,4
2014-11-27,253.3,0.52,93043.0,252.09,0.79,,2014,2014.11,4
2014-11-28,253.7,0.16,67307.0,252.57,0.19,,2014,2014.11,4
2014-12-01,251.59,-0.83,79209.0,251.06,-0.6,,2014,2014.12,4
2014-12-02,251.41,-0.07,67720.0,250.57,-0.2,,2014,2014.12,4
2014-12-03,251.65,0.1,52747.0,250.77,0.08,,2014,2014.12,4
2014-12-04,254.06,0.96,59999.0,253.54,1.1,,2014,2014.12,4
2014-12-05,254.24,0.07,73556.0,253.81,0.11,,2014,2014.12,4
2014-12-08,253.71,-0.21,46985.0,253.42,-0.15,,2014,2014.12,4
2014-12-09,253.21,-0.2,73576.0,253.21,-0.08,,2014,2014.12,4
2014-12-10,249.35,-1.52,60545.0,249.01,-1.66,,2014,2014.12,4
2014-12-11,245.54,-1.53,69802.0,245.33,-1.48,,2014,2014.12,4
2014-12-12,246.44,0.37,62640.0,246.04,0.29,,2014,2014.12,4
2014-12-15,246.27,-0.07,55404.0,245.56,-0.2,,2014,2014.12,4
2014-12-16,244.43,-0.75,67730.0,243.66,-0.77,,2014,2014.12,4
2014-12-17,243.72,-0.29,61633.0,242.68,-0.4,,2014,2014.12,4
2014-12-18,243.82,0.04,58766.0,242.94,0.11,,2014,2014.12,4
2014-12-19,247.96,1.7,55461.0,247.4,1.84,,2014,2014.12,4
2014-12-22,249.7,0.7,46010.0,249.05,0.67,,2014,2014.12,4
2014-12-23,249.06,-0.26,50658.0,248.37,-0.27,,2014,2014.12,4
2014-12-24,250.07,0.41,43540.0,249.28,0.37,,2014,2014.12,4
2014-12-26,250.05,-0.01,48848.0,249.29,0.0,,2014,2014.12,4
2014-12-29,246.3,-1.5,44542.0,245.67,-1.45,,2014,2014.12,4
2014-12-30,244.05,-0.91,52930.0,243.3,-0.96,,2014,2014.12,4
2015-01-02,244.79,0.3,54154.0,243.95,0.27,,2015,2015.1,1
2015-01-05,244.26,-0.22,62845.0,243.23,-0.3,,2015,2015.1,1
2015-01-06,239.93,-1.77,66250.0,238.76,-1.84,,2015,2015.1,1
2015-01-07,240.53,0.25,54600.0,239.44,0.28,,2015,2015.1,1
2015-01-08,243.94,1.42,64021.0,243.04,1.5,,2015,2015.1,1
2015-01-09,246.05,0.86,65125.0,245.05,0.83,,2015,2015.1,1
2015-01-12,245.7,-0.14,64517.0,244.55,-0.2,,2015,2015.1,1
2015-01-13,246.29,0.24,59913.0,245.54,0.4,,2015,2015.1,1
2015-01-14,245.99,-0.12,70778.0,245.45,-0.04,,2015,2015.1,1
2015-01-15,245.76,-0.09,59450.0,245.02,-0.18,,2015,2015.1,1
2015-01-16,242.22,-1.44,73306.0,241.09,-1.6,,2015,2015.1,1
2015-01-19,244.78,1.06,63224.0,243.79,1.12,,2015,2015.1,1
2015-01-20,247.24,1.0,55117.0,246.32,1.04,,2015,2015.1,1
2015-01-21,248.59,0.55,64992.0,247.79,0.6,,2015,2015.1,1
2015-01-22,248.47,-0.05,76607.0,247.46,-0.13,,2015,2015.1,1
2015-01-23,250.32,0.74,78374.0,249.37,0.77,,2015,2015.1,1
2015-01-26,250.14,-0.07,62742.0,249.01,-0.14,,2015,2015.1,1
2015-01-27,252.2,0.82,85048.0,251.02,0.81,,2015,2015.1,1
2015-01-28,252.21,0.0,85187.0,250.61,-0.16,,2015,2015.1,1
2015-01-29,250.46,-0.69,83371.0,248.72,-0.75,,2015,2015.1,1
2015-01-30,249.88,-0.23,93066.0,247.77,-0.38,,2015,2015.1,1
2015-02-02,250.61,0.29,76488.0,248.65,0.36,,2015,2015.2,1
2015-02-03,250.38,-0.09,79094.0,248.18,-0.19,,2015,2015.2,1
2015-02-04,251.6,0.49,78229.0,249.32,0.46,,2015,2015.2,1
2015-02-05,249.78,-0.72,69969.0,247.37,-0.78,,2015,2015.2,1
2015-02-06,250.16,0.15,76076.0,247.64,0.11,,2015,2015.2,1
2015-02-09,249.26,-0.36,64832.0,246.85,-0.32,,2015,2015.2,1
2015-02-10,247.66,-0.64,62808.0,245.09,-0.71,,2015,2015.2,1
2015-02-11,248.4,0.3,64785.0,245.73,0.26,,2015,2015.2,1
2015-02-12,247.71,-0.28,66380.0,244.76,-0.39,,2015,2015.2,1
2015-02-13,249.76,0.83,63131.0,246.99,0.91,,2015,2015.2,1
2015-02-16,249.81,0.02,52103.0,247.12,0.05,,2015,2015.2,1
2015-02-17,250.37,0.22,55683.0,247.67,0.22,,2015,2015.2,1
2015-02-23,250.8,0.17,58971.0,247.81,0.06,,2015,2015.2,1
2015-02-24,251.28,0.19,61664.0,248.19,0.15,,2015,2015.2,1
2015-02-25,252.96,0.67,79616.0,250.26,0.83,,2015,2015.2,1
2015-02-26,252.93,-0.01,79376.0,250.36,0.04,,2015,2015.2,1
2015-02-27,251.46,-0.58,80294.0,248.6,-0.7,,2015,2015.2,1
2015-03-02,253.65,0.87,92832.0,251.21,1.05,,2015,2015.3,1
2015-03-03,254.5,0.34,87501.0,252.22,0.4,,2015,2015.3,1
2015-03-04,254.31,-0.07,72311.0,252.09,-0.05,,2015,2015.3,1
2015-03-05,254.16,-0.06,58425.0,251.77,-0.13,,2015,2015.3,1
2015-03-06,255.96,0.71,83129.0,253.66,0.75,,2015,2015.3,1
2015-03-09,252.77,-1.25,65399.0,250.66,-1.18,,2015,2015.3,1
2015-03-10,251.75,-0.4,76303.0,249.65,-0.4,,2015,2015.3,1
2015-03-11,252.16,0.16,79666.0,250.43,0.31,,2015,2015.3,1
2015-03-12,250.28,-0.75,98653.0,248.5,-0.77,,2015,2015.3,1
2015-03-13,252.18,0.76,66615.0,250.2,0.68,,2015,2015.3,1
2015-03-16,252.44,0.1,72870.0,250.57,0.15,,2015,2015.3,1
2015-03-17,258.18,2.27,85122.0,256.23,2.26,,2015,2015.3,1
2015-03-18,258.22,0.02,85367.0,256.55,0.12,,2015,2015.3,1
2015-03-19,258.99,0.3,120602.0,256.97,0.16,,2015,2015.3,1
2015-03-20,258.7,-0.11,81298.0,256.39,-0.23,,2015,2015.3,1
2015-03-23,258.95,0.1,84486.0,256.83,0.17,,2015,2015.3,1
2015-03-24,259.16,0.08,71440.0,256.88,0.02,,2015,2015.3,1
2015-03-25,258.94,-0.08,84765.0,256.12,-0.3,,2015,2015.3,1
2015-03-26,255.99,-1.14,78164.0,252.72,-1.33,,2015,2015.3,1
2015-03-27,255.54,-0.18,72669.0,252.2,-0.21,,2015,2015.3,1
2015-03-30,256.1,0.22,68985.0,252.4,0.08,,2015,2015.3,1
2015-03-31,257.28,0.46,83462.0,253.45,0.42,,2015,2015.3,1
2015-04-01,254.97,-0.9,83087.0,250.74,-1.07,,2015,2015.4,2
2015-04-02,254.99,0.01,76748.0,251.01,0.11,,2015,2015.4,2
2015-04-03,256.75,0.69,67526.0,252.54,0.61,,2015,2015.4,2
2015-04-06,256.93,0.07,79387.0,252.98,0.17,,2015,2015.4,2
2015-04-07,256.88,-0.02,74986.0,252.79,-0.08,,2015,2015.4,2
2015-04-08,258.51,0.63,99676.0,254.41,0.64,,2015,2015.4,2
2015-04-09,258.33,-0.07,85943.0,254.09,-0.13,,2015,2015.4,2
2015-04-10,261.95,1.4,104470.0,257.57,1.37,,2015,2015.4,2
2015-04-13,263.48,0.58,123221.0,258.93,0.53,,2015,2015.4,2
2015-04-14,265.57,0.79,151051.0,261.61,1.04,,2015,2015.4,2
2015-04-15,265.77,0.08,111942.0,261.08,-0.2,,2015,2015.4,2
2015-04-16,268.45,1.01,113925.0,263.52,0.93,,2015,2015.4,2
2015-04-17,268.28,-0.06,90557.0,263.02,-0.19,,2015,2015.4,2
2015-04-20,268.55,0.1,100122.0,263.14,0.05,,2015,2015.4,2
2015-04-21,268.17,-0.14,102397.0,262.49,-0.25,,2015,2015.4,2
2015-04-22,268.64,0.18,136288.0,263.27,0.3,,2015,2015.4,2
2015-04-23,272.59,1.47,134658.0,266.84,1.36,,2015,2015.4,2
2015-04-24,271.05,-0.56,144046.0,265.87,-0.36,,2015,2015.4,2
2015-04-27,270.05,-0.37,92876.0,264.17,-0.64,,2015,2015.4,2
2015-04-28,268.55,-0.56,100583.0,262.49,-0.64,,2015,2015.4,2
2015-04-29,268.03,-0.19,117335.0,262.11,-0.14,,2015,2015.4,2
2015-04-30,266.42,-0.6,106978.0,261.03,-0.41,,2015,2015.4,2
2015-05-04,267.33,0.34,81082.0,261.97,0.36,,2015,2015.5,2
2015-05-06,264.03,-1.23,103584.0,258.62,-1.28,,2015,2015.5,2
2015-05-07,262.47,-0.59,97357.0,257.36,-0.49,,2015,2015.5,2
2015-05-08,260.81,-0.63,69308.0,255.12,-0.87,,2015,2015.5,2
